fixed,fixed_value,variable,in_a,agg,model,theta
[name],"[""Kevin Chen-Chuan Chang""]","[year, pubcount]",pubkey,count,const,0.891291605290795
[name],"[""Kevin S. Beyer""]","[year, pubcount]",pubkey,count,const,0.987526281801654
[name],"[""Kian-Lee Tan""]","[year, pubcount]",pubkey,count,const,0.988439146994919
[name],"[""Kilian Q. Weinberger""]","[year, pubcount]",pubkey,count,const,0.999925914806325
[name],"[""Klaus-Robert M++ller""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Koby Crammer""]","[year, pubcount]",pubkey,count,const,0.999251991721361
[name],"[""Kristian Kersting""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Kyriakos Mouratidis""]","[year, pubcount]",pubkey,count,const,0.995223107459753
[name],"[""Laks V. S. Lakshmanan""]","[year, pubcount]",pubkey,count,const,0.999808925889179
[name],"[""Laura Chiticariu""]","[year, pubcount]",pubkey,count,const,0.986659104511567
[name],"[""Laura M. Haas""]","[year, pubcount]",pubkey,count,const,0.993347785752577
[name],"[""Lawrence Carin""]","[year, pubcount]",pubkey,count,const,0.999964782597738
[name],"[""Lawrence K. Saul""]","[year, pubcount]",pubkey,count,const,0.995223107459753
[name],"[""Le Song""]","[year, pubcount]",pubkey,count,const,0.999925914806325
[name],"[""Lei Chen 0002""]","[year, pubcount]",pubkey,count,const,0.999315876199664
[name],"[""Lei Li""]","[year, pubcount]",pubkey,count,const,0.822857270592235
[name],"[""Leonid Libkin""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Lin Qiao""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Ling Liu""]","[year, pubcount]",pubkey,count,const,0.973878525763091
[name],"[""Lirong Xia""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Lise Getoor""]","[year, pubcount]",pubkey,count,const,0.848033596531882
[name],"[""Lizhu Zhou""]","[year, pubcount]",pubkey,count,const,0.987526281801654
[name],"[""Lu Qin""]","[year, pubcount]",pubkey,count,const,0.865985467909173
[name],"[""Luc De Raedt""]","[year, pubcount]",pubkey,count,const,0.995870034568339
[name],"[""Lucian Popa""]","[year, pubcount]",pubkey,count,const,0.957489301465811
[name],"[""M. Tamer +\\xfbzsu""]","[year, pubcount]",pubkey,count,const,0.999574813001056
[name],"[""Magdalena Balazinska""]","[year, pubcount]",pubkey,count,const,0.999419454753125
[name],"[""Makoto Yokoo""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Mal+\\xa6 Castellanos""]","[year, pubcount]",pubkey,count,const,0.995223107459753
[name],"[""Man Lung Yiu""]","[year, pubcount]",pubkey,count,const,0.978684378593821
[name],"[""Maneesh Sahani""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Manuela M. Veloso""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Marc Toussaint""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Marcelo Arenas""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Marcos Antonio Vaz Salles""]","[year, pubcount]",pubkey,count,const,0.99205054911563
[name],"[""Marianne Winslett""]","[year, pubcount]",pubkey,count,const,0.936368672804683
[name],"[""Marios Hadjieleftheriou""]","[year, pubcount]",pubkey,count,const,0.870258110472772
[name],"[""Martin Ester""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Martin J. Wainwright""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Martin L. Kersten""]","[year, pubcount]",pubkey,count,const,0.995870034568339
[name],"[""Martin M++ller 0003""]","[year, pubcount]",pubkey,count,const,0.993347785752577
[name],"[""Martin Theobald""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Martin Zinkevich""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Masashi Sugiyama""]","[year, pubcount]",pubkey,count,const,0.988996624661821
[name],"[""Massimiliano Pontil""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Matthias Renz""]","[year, pubcount]",pubkey,count,const,0.987526281801654
[name],"[""Maurice van Keulen""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Mauricio A. Hern+\\xedndez""]","[year, pubcount]",pubkey,count,const,0.995870034568339
[name],"[""Maurizio Lenzerini""]","[year, pubcount]",pubkey,count,const,0.93435754562155
[name],"[""Mausam""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Mehryar Mohri""]","[year, pubcount]",pubkey,count,const,0.999978556039791
[name],"[""Michael H. Bowling""]","[year, pubcount]",pubkey,count,const,0.914781260440988
[name],"[""Michael I. Jordan""]","[year, pubcount]",pubkey,count,const,0.999998138767073
[name],"[""Michael J. Carey""]","[year, pubcount]",pubkey,count,const,0.958360583945661
[name],"[""Michael J. Franklin""]","[year, pubcount]",pubkey,count,const,0.967256173554525
[name],"[""Michael L. Littman""]","[year, pubcount]",pubkey,count,const,0.990866435836532
[name],"[""Michael R. Lyu""]","[year, pubcount]",pubkey,count,const,0.79238354283056
[name],"[""Michael Stonebraker""]","[year, pubcount]",pubkey,count,const,0.822857270592235
[name],"[""Michael W. Mahoney""]","[year, pubcount]",pubkey,count,const,0.990926897805081
[name],"[""Michael Wooldridge""]","[year, pubcount]",pubkey,count,const,0.993347785752577
[name],"[""Milind Tambe""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Min Wang""]","[year, pubcount]",pubkey,count,const,0.958360583945661
[name],"[""Ming-Syan Chen""]","[year, pubcount]",pubkey,count,const,0.982175450874206
[name],"[""Minos N. Garofalakis""]","[year, pubcount]",pubkey,count,const,0.986180768682431
[name],"[""Mirek Riedewald""]","[year, pubcount]",pubkey,count,const,0.939932291116517
[name],"[""Mohamed F. Mokbel""]","[year, pubcount]",pubkey,count,const,0.980716419225771
[name],"[""Mong-Li Lee""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Moshe Tennenholtz""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Mourad Ouzzani""]","[year, pubcount]",pubkey,count,linear,0.761904761904816
[name],"[""Mourad Ouzzani""]","[year, pubcount]",pubkey,count,const,0.962565773247296
[name],"[""Mukesh K. Mohania""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Murat Kantarcioglu""]","[year, pubcount]",pubkey,count,const,0.976884712247367
[name],"[""Naftali Tishby""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Nan Zhang 0004""]","[year, pubcount]",pubkey,count,const,0.981930141742859
[name],"[""Naonori Ueda""]","[year, pubcount]",pubkey,count,const,0.998204694119404
[name],"[""Naren Ramakrishnan""]","[year, pubcount]",pubkey,count,const,0.99205054911563
[name],"[""Nathan R. Sturtevant""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Nathan Srebro""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Neil D. Lawrence""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Neoklis Polyzotis""]","[year, pubcount]",pubkey,count,const,0.910890029869317
[name],"[""Nesime Tatbul""]","[year, pubcount]",pubkey,count,const,0.958360583945661
[name],"[""Nicholas R. Jennings""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Nick Koudas""]","[year, pubcount]",pubkey,count,const,0.999999994197422
[name],"[""Nicol+\\xa6 Cesa-Bianchi""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Nicolas Bruno""]","[year, pubcount]",pubkey,count,const,0.935532206431391
[name],"[""Nikos Mamoulis""]","[year, pubcount]",pubkey,count,const,0.993450413975958
[name],"[""Nilesh N. Dalvi""]","[year, pubcount]",pubkey,count,const,0.998098067279357
[name],"[""Nina Narodytska""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Nitin Gupta 0003""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Ohad Shamir""]","[year, pubcount]",pubkey,count,const,0.986659104511567
[name],"[""Olga Papaemmanouil""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Olivier Chapelle""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Omar Benjelloun""]","[year, pubcount]",pubkey,count,const,0.776495071123323
[name],"[""Padhraic Smyth""]","[year, pubcount]",pubkey,count,const,0.995870034568339
[name],"[""Panagiotis G. Ipeirotis""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Panagiotis Karras""]","[year, pubcount]",pubkey,count,const,0.919698602928606
[name],"[""Panos K. Chrysanthis""]","[year, pubcount]",pubkey,count,const,0.999925914806325
[name],"[""Paolo Papotti""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Pascal Poupart""]","[year, pubcount]",pubkey,count,const,0.990926897805081
[name],"[""Pascal Van Hentenryck""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Pedro Domingos""]","[year, pubcount]",pubkey,count,const,0.95416434880241
[name],"[""Peer Kr+\\xa6ger""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Per-+\\xe0ke Larson""]","[year, pubcount]",pubkey,count,const,0.998495881717416
[name],"[""Peter A. Boncz""]","[year, pubcount]",pubkey,count,const,0.964294972685089
[name],"[""Peter Dayan""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Peter J. Haas""]","[year, pubcount]",pubkey,count,const,0.944210163871909
[name],"[""Peter Stone""]","[year, pubcount]",pubkey,count,const,0.999994031096037
[name],"[""Philip A. Bernstein""]","[year, pubcount]",pubkey,count,const,0.946229513304616
[name],"[""Philip Bohannon""]","[year, pubcount]",pubkey,count,const,0.987526281801654
[name],"[""Philip S. Yu""]","[year, pubcount]",pubkey,count,const,0.845664394417772
[name],"[""Phokion G. Kolaitis""]","[year, pubcount]",pubkey,count,const,0.997263646601394
[name],"[""Pierre Senellart""]","[year, pubcount]",pubkey,count,const,0.883405903433306
[name],"[""Pieter Abbeel""]","[year, pubcount]",pubkey,count,const,0.990926897805081
[name],"[""Ping Li 0001""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Piotr Faliszewski""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Pradeep D. Ravikumar""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Prasad Tadepalli""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Prateek Jain 0002""]","[year, pubcount]",pubkey,count,const,0.982175450874206
[name],"[""Qiang Yang 0001""]","[year, pubcount]",pubkey,count,const,0.99997898978824
[name],"[""Qiong Luo""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Quoc V. Le""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""R+\\xacmi Munos""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Raghav Kaushik""]","[year, pubcount]",pubkey,count,const,0.995466194473751
[name],"[""Raghu Ramakrishnan""]","[year, pubcount]",pubkey,count,const,0.999947861963234
[name],"[""Rainer Gemulla""]","[year, pubcount]",pubkey,count,const,0.85711248909197
[name],"[""Rajasekar Krishnamurthy""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Rajeev Motwani""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Rajeev Rastogi""]","[year, pubcount]",pubkey,count,const,0.996196835547539
[name],"[""Rakesh Agrawal""]","[year, pubcount]",pubkey,count,const,0.996196835547539
[name],"[""Ralf Schenkel""]","[year, pubcount]",pubkey,count,const,0.999223748623793
[name],"[""Ravi Kumar""]","[year, pubcount]",pubkey,count,const,0.999916758850712
[name],"[""Ravishankar Ramamurthy""]","[year, pubcount]",pubkey,count,const,0.996196835547539
[name],"[""Raymond Chi-Wing Wong""]","[year, pubcount]",pubkey,count,const,0.999884295643391
[name],"[""Raymond J. Mooney""]","[year, pubcount]",pubkey,count,const,0.902866965527406
[name],"[""Raymond T. Ng""]","[year, pubcount]",pubkey,count,const,0.85711248909197
[name],"[""Reinhard Pichler""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Ren+\\xace J. Miller""]","[year, pubcount]",pubkey,count,const,0.896653630253584
[name],"[""Reynold Cheng""]","[year, pubcount]",pubkey,count,const,0.998495881717416
[name],"[""Riccardo Rosati""]","[year, pubcount]",pubkey,count,const,0.99205054911563
[name],"[""Richard E. Korf""]","[year, pubcount]",pubkey,count,const,0.995870034568339
[name],"[""Richard S. Sutton""]","[year, pubcount]",pubkey,count,const,0.999084644992389
[name],"[""Richard S. Zemel""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Ronald Fagin""]","[year, pubcount]",pubkey,count,const,0.990926897805081
[name],"[""Ronald Parr""]","[year, pubcount]",pubkey,count,const,0.75583278909832
[name],"[""Ronen I. Brafman""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Rong Jin""]","[year, pubcount]",pubkey,count,const,0.997924240047722
[name],"[""Rui Zhang 0003""]","[year, pubcount]",pubkey,count,const,0.990926897805081
[name],"[""Ruoming Jin""]","[year, pubcount]",pubkey,count,const,0.999251991721361
[name],"[""Ruslan Salakhutdinov""]","[year, pubcount]",pubkey,count,const,0.995870034568339
[name],"[""Russell Greiner""]","[year, pubcount]",pubkey,count,const,0.986659104511567
[name],"[""S. Muthukrishnan""]","[year, pubcount]",pubkey,count,const,0.973878525763091
[name],"[""S. Sudarshan 0001""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""S. V. N. Vishwanathan""]","[year, pubcount]",pubkey,count,const,0.85711248909197
[name],"[""Sai Wu""]","[year, pubcount]",pubkey,count,const,0.986659104511567
[name],"[""Samuel Madden""]","[year, pubcount]",pubkey,count,const,0.999909431425303
[name],"[""Sarit Kraus""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Satinder P. Singh""]","[year, pubcount]",pubkey,count,const,0.972456743210471
[name],"[""Serge Abiteboul""]","[year, pubcount]",pubkey,count,const,0.860473348371128
[name],"[""Sergey Melnik""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Sethu Vijayakumar""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Seung-won Hwang""]","[year, pubcount]",pubkey,count,const,0.972456743210471
[name],"[""Shai Shalev-Shwartz""]","[year, pubcount]",pubkey,count,const,0.998098067279357
[name],"[""Sham M. Kakade""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Shaul Markovitch""]","[year, pubcount]",pubkey,count,const,0.993347785752577
[name],"[""Shenghuo Zhu""]","[year, pubcount]",pubkey,count,const,0.992707833494789
[name],"[""Shie Mannor""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Shipeng Yu""]","[year, pubcount]",pubkey,count,const,0.907765516676439
[name],"[""Shivakumar Vaithyanathan""]","[year, pubcount]",pubkey,count,const,0.987526281801654
[name],"[""Shivnath Babu""]","[year, pubcount]",pubkey,count,const,0.975193133324013
[name],"[""Shlomo Zilberstein""]","[year, pubcount]",pubkey,count,const,0.990866435836532
[name],"[""Shuai Ma""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Shuicheng Yan""]","[year, pubcount]",pubkey,count,const,0.99205054911563
[name],"[""Shuigeng Zhou""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Shuiwang Ji""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Sihem Amer-Yahia""]","[year, pubcount]",pubkey,count,const,0.999419454753125
[name],"[""Sourav S. Bhowmick""]","[year, pubcount]",pubkey,count,const,0.992707833494789
[name],"[""Sridhar Mahadevan""]","[year, pubcount]",pubkey,count,const,0.999084644992389
[name],"[""Srinivasan Parthasarathy""]","[year, pubcount]",pubkey,count,const,0.944210163871909
[name],"[""Stanley B. Zdonik""]","[year, pubcount]",pubkey,count,const,0.99920310142773
[name],"[""Stavros Harizopoulos""]","[year, pubcount]",pubkey,count,const,0.990926897805081
[name],"[""Stefan Manegold""]","[year, pubcount]",pubkey,count,const,1
[name],"[""Steven C. H. Hoi""]","[year, pubcount]",pubkey,count,const,0.999251991721361
[name],"[""Subbarao Kambhampati""]","[year, pubcount]",pubkey,count,const,0.973387782391313
[name],"[""Sudipto Guha""]","[year, pubcount]",pubkey,count,const,0.996196835547539
[name],"[""Suman Nath""]","[year, pubcount]",pubkey,count,const,0.992707833494789
[name],"[""Sunil Prabhakar""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Sunita Sarawagi""]","[year, pubcount]",pubkey,count,const,0.871479696581286
[name],"[""Surajit Chaudhuri""]","[year, pubcount]",pubkey,count,const,0.999910893522926
[name],"[""Susan B. Davidson""]","[year, pubcount]",pubkey,count,const,0.972456743210471
[name],"[""Sven Koenig""]","[year, pubcount]",pubkey,count,const,0.993347785752577
[name],"[""Tao Li""]","[year, pubcount]",pubkey,count,const,0.772760275073093
[name],"[""Theodore Johnson""]","[year, pubcount]",pubkey,count,const,0.901297024724506
[name],"[""Thomas Eiter""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Thomas G. Dietterich""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Thomas L. Griffiths""]","[year, pubcount]",pubkey,count,const,0.99975463046955
[name],"[""Thomas Neumann 0001""]","[year, pubcount]",pubkey,count,const,0.992000567063047
[name],"[""Thomas Seidl""]","[year, pubcount]",pubkey,count,const,0.980005628469709
[name],"[""Thorsten Joachims""]","[year, pubcount]",pubkey,count,const,0.999251991721361
[name],"[""Tie-Yan Liu""]","[year, pubcount]",pubkey,count,const,0.998204694119404
[name],"[""Tim Kraska""]","[year, pubcount]",pubkey,count,const,0.990926897805081
[name],"[""Tingjian Ge""]","[year, pubcount]",pubkey,count,const,0.976884712247367
[name],"[""Tobias Scheffer""]","[year, pubcount]",pubkey,count,const,0.999978556039791
[name],"[""Toby Walsh""]","[year, pubcount]",pubkey,count,const,0.999994031096037
[name],"[""Tok Wang Ling""]","[year, pubcount]",pubkey,count,const,0.962565773247296
[name],"[""Tommi Jaakkola""]","[year, pubcount]",pubkey,count,const,0.981047515705364
[name],"[""Tomoharu Iwata""]","[year, pubcount]",pubkey,count,const,0.981930141742859
[name],"[""Tong Zhang 0001""]","[year, pubcount]",pubkey,count,const,0.958360583945661
[name],"[""Tony Jebara""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Torsten Grust""]","[year, pubcount]",pubkey,count,const,0.902866965527406
[name],"[""Tova Milo""]","[year, pubcount]",pubkey,count,const,0.826940314848906
[name],"[""Tran Cao Son""]","[year, pubcount]",pubkey,count,const,0.982175450874206
[name],"[""Trevor Darrell""]","[year, pubcount]",pubkey,count,const,0.997664179422693
[name],"[""Tuomas Sandholm""]","[year, pubcount]",pubkey,count,const,0.999998397950152
[name],"[""Ugur +\\xe7etintemel""]","[year, pubcount]",pubkey,count,const,0.99920310142773
[name],"[""Umeshwar Dayal""]","[year, pubcount]",pubkey,count,const,0.992707833494789
[name],"[""Utkarsh Srivastava""]","[year, pubcount]",pubkey,count,const,0.95098937657408
[name],"[""V. S. Subrahmanian""]","[year, pubcount]",pubkey,count,const,0.999223748623793
