fixed,fixed_value,variable,in_a,agg,model,theta
"[name, year]","[""Floris Geerts"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Fran+\\xbaois Laviolette"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Fran+\\xbaois Laviolette"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Fran+\\xbaois Laviolette"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Francesco Bonchi"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Francesco Bonchi"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Francesco Bonchi"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Francis Bach"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Francis Bach"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Francis Bach"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frank Neven"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frank Neven"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frank Wolter"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frank Wolter"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frederick Reiss"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frederick Reiss"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frederick Reiss"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frederick Reiss"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Frederick Reiss"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gal A. Kaminka"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gao Cong"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gao Cong"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gao Cong"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gao Cong"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gao Cong"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gao Cong"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gautam Das"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey E. Hinton"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey E. Hinton"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey E. Hinton"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey E. Hinton"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey J. Gordon"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey J. Gordon"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey J. Gordon"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey J. Gordon"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey J. Gordon"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Geoffrey J. Gordon"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georg Gottlob"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georg Gottlob"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georg Gottlob"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georg Gottlob"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georg Gottlob"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georg Gottlob"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georg Gottlob"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""George Kollios"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""George Kollios"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""George Kollios"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""George Kollios"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""George Kollios"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georgia Koutrika"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georgia Koutrika"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georgia Koutrika"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Georgia Koutrika"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gerhard Weikum"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Giuseppe De Giacomo"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Giuseppe De Giacomo"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Giuseppe De Giacomo"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Giuseppe De Giacomo"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Giuseppe De Giacomo"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Glenn Fung"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Glenn Fung"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Glenn Fung"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Glenn Fung"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Glenn Fung"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Goetz Graefe"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Goetz Graefe"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Goetz Graefe"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Graham Cormode"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guido Moerkotte"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guido Moerkotte"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guido Moerkotte"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guoliang Li"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guoliang Li"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guoliang Li"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guoliang Li"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guoliang Li"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guoliang Li"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gustavo Alonso"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gustavo Alonso"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gustavo Alonso"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gustavo Alonso"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Gustavo Alonso"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guy M. Lohman"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guy M. Lohman"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Guy M. Lohman"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""H. V. Jagadish"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""H. V. Jagadish"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""H. V. Jagadish"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""H. V. Jagadish"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""H. V. Jagadish"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""H. V. Jagadish"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""H. V. Jagadish"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Haixun Wang"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Haixun Wang"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Haixun Wang"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Haixun Wang"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Haixun Wang"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Haixun Wang"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Haixun Wang"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hal Daum+\\xac III"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hal Daum+\\xac III"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hal Daum+\\xac III"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Han Liu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Han Liu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Han Liu"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hanan Samet"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hanan Samet"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hanan Samet"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hang Li"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hang Li"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hang Li"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hang Li"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hanghang Tong"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Arno Jacobsen"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Arno Jacobsen"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Arno Jacobsen"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Arno Jacobsen"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Arno Jacobsen"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Peter Kriegel"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Peter Kriegel"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Peter Kriegel"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Peter Kriegel"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Peter Kriegel"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hans-Peter Kriegel"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hector Garcia-Molina"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hector Garcia-Molina"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hector Garcia-Molina"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hector Geffner"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hector J. Levesque"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heikki Mannila"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heikki Mannila"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heikki Mannila"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Huang"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Huang"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Huang"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Huang"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Tao Shen"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Tao Shen"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Tao Shen"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Heng Tao Shen"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Henry A. Kautz"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Henry A. Kautz"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Henry A. Kautz"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hong Cheng"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hong Cheng"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hong Cheng"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hong Cheng"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hongyuan Zha"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hongyuan Zha"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hua Wang"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hua Wang"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Huan Liu"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Huan Liu"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Huan Liu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Huan Liu"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Huan Liu"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hui Xiong"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Hui Xiong"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ian Davidson"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ian Davidson"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ian Davidson"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ian Davidson"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ian Davidson"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ian Davidson"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ihab F. Ilyas"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Inderjit S. Dhillon"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Inderjit S. Dhillon"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Inderjit S. Dhillon"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Inderjit S. Dhillon"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Inderjit S. Dhillon"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Inderjit S. Dhillon"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Inderjit S. Dhillon"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ioana Manolescu"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ioana Manolescu"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ioana Manolescu"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ioana Manolescu"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ioana Manolescu"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ioana Manolescu"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ion Stoica"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ion Stoica"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ion Stoica"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Irwin King"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Irwin King"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ivor W. Tsang"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ivor W. Tsang"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ivor W. Tsang"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""J++rgen Schmidhuber"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""J++rgen Schmidhuber"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""J++rgen Schmidhuber"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""J+\\xacr+\\xa6me Lang"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jae-Gil Lee"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jae-Gil Lee"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jae-Gil Lee"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James Cheng"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James Cheng"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James Cheng"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James Cheng"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James T. Kwok"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James T. Kwok"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James T. Kwok"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""James T. Kwok"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jan Peters"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jan Peters"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jan Peters"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jason Weston"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jason Weston"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jason Weston"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayant Madhavan"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayant Madhavan"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayant R. Haritsa"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayant R. Haritsa"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayavel Shanmugasundaram"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayavel Shanmugasundaram"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayavel Shanmugasundaram"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jayavel Shanmugasundaram"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jean-Philippe Vert"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jean-Philippe Vert"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jean-Philippe Vert"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeff G. Schneider"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeff G. Schneider"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeff G. Schneider"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeff G. Schneider"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey F. Naughton"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey F. Naughton"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey F. Naughton"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey F. Naughton"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey F. Naughton"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey F. Naughton"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey F. Naughton"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey S. Rosenschein"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey S. Rosenschein"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jeffrey Xu Yu"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jennifer Widom"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jennifer Widom"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jennifer Widom"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jennifer Widom"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jennifer Widom"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jennifer Widom"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jennifer Widom"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Dittrich"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Dittrich"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Teubner"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Teubner"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Teubner"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Teubner"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Teubner"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jens Teubner"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ji-Rong Wen"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ji-Rong Wen"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ji-Rong Wen"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jian Pei"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianhua Feng"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianhua Feng"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianhua Feng"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianliang Xu"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianliang Xu"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianyong Wang"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianyong Wang"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianyong Wang"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianyong Wang"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianyong Wang"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianzhong Li"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianzhong Li"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianzhong Li"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianzhong Li"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianzhong Li"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jianzhong Li"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2010.0]",[pubkey],pubcount,count,const,1
